Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,age,L(x),d(x),P(x),q(x),,,
,18,100000,14.005499999999302,0.999859945,0.00014005499999998456,,,
,19,99985.9945,15.49724922873429,0.9998450057999999,0.00015499420000010316,,,
,20,99970.49725077127,16.614956684381468,0.9998338014,0.00016619860000001072,,,
,21,99953.88229408688,17.5454647008155,0.9998244644000001,0.0001755355999999682,,,
,22,99936.33682938607,18.195558751031058,0.9998179285000001,0.00018207149999994885,,,
,23,99918.14127063504,18.658713700890075,0.9998132599999999,0.0001867400000000831,,,
,24,99899.48255693415,18.935057813258027,0.9998104589000001,0.0001895410999999563,,,
,25,99880.54749912089,19.11798577599984,0.9998085914999999,0.00019140850000011367,,,
,26,99861.42951334489,19.207567047749762,0.9998076577999999,0.00019234220000003687,,,
,27,99842.22194629714,19.203872622048948,0.9998076577999999,0.00019234220000003687,,,
,28,99823.01807367509,19.29338365890726,0.9998067241,0.00019327589999996005,,,
,29,99803.72469001618,19.56921492604306,0.999803923,0.0001960770000000406,,,
,30,99784.15547509014,19.938051716962946,0.9998001881999999,0.00019981180000004433,,,
,31,99764.21742337318,20.492966957797762,0.999794586,0.0002054139999999981,,,
,32,99743.72445641538,21.23380313969392,0.9997871164,0.00021288360000000557,,,
,33,99722.49065327569,22.253502595980535,0.9997768457,0.00022315429999998992,,,
,34,99700.2371506797,23.365617968331208,0.9997656413,0.00023435870000000113,,age,q(x)
,35,99676.87153271138,24.57002986682346,0.9997535032,0.0002464968000000392,,36,0.0002614359999999505
,36,99652.30150284455,26.052699095685966,0.999738564,0.0002614359999999505,,37,0.000279176300000046
,37,99626.24880374887,27.813287523924373,0.9997208236999999,0.000279176300000046,,38,0.0002997177000000147
,38,99598.43551622494,29.85141401652072,0.9997002823,0.0002997177000000147,,39,0.0003239938999999871
,39,99568.58410220842,32.25961388075666,0.9996760061,0.0003239938999999871,,40,0.00035293859999999014
,40,99536.32448832766,35.1302110140532,0.9996470614,0.00035293859999999014,,41,0.00038951899999994667
,41,99501.19427731361,38.75760569369595,0.999610481,0.00038951899999994667,,42,0.0004301448000000113
,42,99462.43667161991,42.78324992963462,0.9995698552,0.0004301448000000113,,43,0.00047728799999984645
,43,99419.65342169028,47.451807542311144,0.9995227120000002,0.00047728799999984645,,44,0.0005304909999999774
,44,99372.20161414797,52.716058606500155,0.999469509,0.0005304909999999774,,,
,45,99319.48555554147,58.29747898095229,0.9994130308,0.0005869691999999836,,,
,46,99261.18807656052,64.41924051847309,0.9993510128,0.0006489871999999973,,,
,47,99196.76883604204,71.07986133589293,0.9992834458000001,0.0007165541999999148,,,
,48,99125.68897470615,78.277375818172,0.9992103219999999,0.0007896780000000463,,,
,49,99047.41159888798,86.34422449064732,0.9991282536,0.0008717463999999568,,,
,50,98961.06737439733,95.09354021200852,0.9990390813000001,0.000960918699999977,,,
,51,98865.97383418532,104.98409689296386,0.998938117,0.0010618830000000076,,,
,52,98760.98973729236,115.99900941680244,0.9988254572,0.001174542799999997,,,
,53,98644.99072787556,128.48312752324273,0.99869752,0.0013024799999999971,,,
,54,98516.50760035231,142.37122947516036,0.998554849,0.0014451509999999822,,,
,55,98374.13637087715,157.8298707324284,0.9983956162,0.0016043838000000304,,,
,56,98216.30650014472,174.65825428182143,0.998221698,0.0017783019999999883,,,
,57,98041.6482458629,192.89610956971592,0.9980325085,0.0019674914999999833,,,
,58,97848.75213629319,212.77801180012466,0.9978254397,0.0021745602999999666,,,
,59,97635.97412449306,234.41606535900792,0.9975990809999999,0.0024009190000000417,,,
,60,97401.55805913405,257.801956863128,0.997353205,0.002646794999999973,,,
,61,97143.75610227093,282.57035888021346,0.9970912143999998,0.0029087856000001326,,,
,62,96861.18574339071,308.5412820528436,0.9968146035000001,0.003185396499999987,,,
,63,96552.64446133787,335.48017705041275,0.996525417,0.003474582999999991,,,
,64,96217.16428428746,363.08865117825917,0.996226363,0.003773637000000039,,,
,65,95854.0756331092,391.54829391774547,0.9959151627999999,0.00408483720000005,,65,0.00408483720000005
,66,95462.52733919145,420.7168372926826,0.9955928587999999,0.004407141200000025,,66,0.004407141200000025
,67,95041.81050189877,771.1012004760851,0.991886716,0.008113283999999993,,,
,68,94270.70930142268,844.3736932247557,0.991043096,0.008956904000000064,,,
,69,93426.33560819793,922.4462325962377,0.990126486,0.009873514000000014,,,
,70,92503.88937560169,1005.3979012435448,0.9891312905,0.01086870950000001,,,
,71,91498.49147435815,1092.9835729991319,0.9880546274,0.011945372599999988,,,
,72,90405.50790135901,1196.61688556624,0.9867638939999999,0.013236106000000126,,,
,73,89208.89101579277,1307.28827605705,0.9853457624999999,0.014654237500000031,,,
,74,87901.60273973572,1438.7502276208688,0.983632264,0.016367736000000008,,,
,75,86462.85251211486,1594.992509369753,0.9815528581,0.018447141899999967,,,
,76,84867.8600027451,1754.8517804923758,0.9793225399999999,0.020677460000000102,,,
,77,83113.00822225273,1962.428229230456,0.9763884346,0.023611565400000027,,,
,78,81150.57999302227,2243.0969447255047,0.9723588303999999,0.027641169600000015,,,
,79,78907.48304829677,2547.5692799204116,0.967714478,0.03228552200000002,,,
,80,76359.91376837635,2869.214596657097,0.9624251199999999,0.03757488000000011,,,
,81,73490.69917171926,3221.6883275029104,0.9561619584,0.04383804160000004,,,
,82,70269.01084421635,3573.333575418321,0.9491478031,0.05085219690000002,,,
,83,66695.67726879803,3912.7727377833,0.941333938,0.05866606199999999,,,
,84,62782.90453101473,4226.08141221675,0.9326873861,0.06731261390000001,,,
,85,58556.823118797976,4499.042600388886,0.9231679186,0.07683208140000002,,,
,86,54057.78051840909,4717.2174184574615,0.9127374936000001,0.08726250639999994,,,
,87,49340.56309995163,4867.20993713988,0.9013547955000001,0.09864520449999994,,,
,88,44473.35316281175,4937.3995583743745,0.888980722,0.11101927799999996,,,
,89,39535.953604437374,4918.779431874071,0.8755871812,0.12441281879999998,,,
,90,34617.174172563304,4808.087298716997,0.8611068808,0.13889311920000003,,,
,91,29809.086873846307,4605.228015062963,0.8455092558000001,0.1544907441999999,,,
,92,25203.858858783344,4288.750725718801,0.8298375360000001,0.17016246399999993,,,
,93,20915.108133064543,3880.465324653538,0.814465921,0.185534079,,,
,94,17034.642808411005,3430.2570041898216,0.7986305294,0.20136947060000004,,,
,95,13604.385804221183,2959.725697387412,0.7824432694,0.21755673060000003,,,
,96,10644.660106833771,2491.2889504828827,0.7659588070000001,0.23404119299999995,,,
,97,8153.371156350889,2043.9898041665647,0.7493074012000001,0.25069259879999994,,,
,98,6109.381352184324,1633.582344214601,0.7326108406,0.26738915939999996,,,
,99,4475.799007969723,1271.1315122235028,0.7159989736000001,0.2840010263999999,,,
,100,3204.66749574622,966.6501837263436,0.6983617848,0.3016382152,,,
,101,2238.0173120198765,716.9818734460498,0.6796352424999998,0.3203647575000001,,,
,102,1521.0354385738267,517.4747039290289,0.6597878716000001,0.3402121283999999,,,
,103,1003.5607346447978,362.60572405938706,0.6386808375999999,0.36131916240000006,,,
,104,640.9550105854107,245.95247044627195,0.6162718655999999,0.38372813440000003,,,
,105,395.0025401391388,160.97104015496168,0.592481,0.40751899999999996,,,
,106,234.0314999841771,100.83949271318221,0.5691200000000001,0.43087999999999993,,,
,107,133.19200727099488,60.67961467251985,0.54442,0.45558,,,
,108,72.51239259847503,34.92900197750763,0.518303,0.48169700000000004,,,
,109,37.5833906209674,19.141634260555527,0.49068900000000004,0.509311,,,
,110,18.441756360411873,18.441756360411873,0,1,,,
